Volumen,Volumen_titulo,Parte,Parte_titulo,Seccion,Seccion_titulo,Tipo,N_capitulo,Titulo,Autores,N_autores,Pagina,Region,Tema,Periodo,Macro_region,Eje_Brasil,Escala_geografica,Macro_tema,Enfoque_disciplinar,Eje_alteridad,Tipo_alteridad,Formato_texto,Siglo_foco,Periodo_ordinal,N_autores_grupo,Ambito_ling_prob
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,8,Rio de la Plata and Chile,Capitulo,53,Montevideo: From Frontier City to Mercosur,Hugo Achugar,1,,Cono Sur,Ciudades/Centros culturales,Multiple,Cono Sur,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,8,Rio de la Plata and Chile,Capitulo,54,Buenos Aires: Cultural Center of River Plate,Noemí Ulla,1,,Cono Sur,Ciudades/Centros culturales,Multiple,Cono Sur,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,8,Rio de la Plata and Chile,Capitulo,55,Santiago,Marcela Orellana,1,,Cono Sur,Ciudades/Centros culturales,Multiple,Cono Sur,Hispanoamerica,Ciudad / local,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,9,Latin American Culture in New York and Paris,Capitulo,56,New York City: Center and Transit Point for Hispanic Cultural Nomadism,Dionisio Cañas; Orlando Hernández; Doris Schnabel; Luisa García Conde,4,,EE.UU.,Ciudades/Diaspora,s.XX,EE.UU. (Latino),Hispanoamerica,Transnacional / Diaspora,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglo XX,4,Colectivo (4+),Ingles/Espanol (prob.)
2,Institutional Modes and Cultural Modalities,3,The Cultural Centers of Latin America,9,Latin American Culture in New York and Paris,Capitulo,57,"Paris and Latin Americans, Nineteenth and Twentieth Centuries: From Cultural Metropolis to Cultural Museum?",Denis Rolland,1,,Europa,Ciudades/Diaspora,s.XIX-XX,Europa,Transversal,Transnacional / Diaspora,Ciudades y centros culturales,Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglos XIX-XX,3.5,Individual,Frances/Espanol (prob.)
3,Latin American Literary Culture: Subject to History,,,,,Front matter,,Introduction,Wander Melo Miranda,1,,Pan-latinoamericana,Historia/Sujeto,N/A,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Historiografia, teoria y estetica",Teoria e historiografia,No,Ninguno,Panoramico / sintesis,N/A,,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,1,Fissured Foundations: Nostalgia and New Beginnings,,,Introduccion,,Introduction,Doris Sommer; Maria Consuelo Cunha Campos,2,,Pan-latinoamericana,Fundaciones/Nostalgia,N/A,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Historiografia, teoria y estetica",Teoria e historiografia,No,Ninguno,Panoramico / sintesis,N/A,,Coautoria (2-3),Espanol (prob.)
3,Latin American Literary Culture: Subject to History,1,Fissured Foundations: Nostalgia and New Beginnings,1,Epic Voices: Encounters and Foundations,Capitulo,1,Epic Voices: Non-encounters and Foundation Myths,José Antonio Mazzotti,1,,Pan-latinoamericana,Epica/Mitos fundacionales,Colonial,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Colonial, barroco e Ilustracion",Critica e historia literaria,No,Ninguno,Caso de estudio,Colonial,2,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,1,Fissured Foundations: Nostalgia and New Beginnings,1,Epic Voices: Encounters and Foundations,Capitulo,2,Fragment and Totality: Narrating Colonial Encounters,Guillermo Giucci; Marcelo Rocha Wanderley,2,,Pan-latinoamericana,Encuentro colonial,Colonial,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Colonial, barroco e Ilustracion",Critica e historia literaria,No,Ninguno,Caso de estudio,Colonial,2,Coautoria (2-3),Espanol (prob.)
3,Latin American Literary Culture: Subject to History,1,Fissured Foundations: Nostalgia and New Beginnings,2,The Discourse of Melancholy: A Culture of Loss,Capitulo,3,Spectacular Cityscapes of Baroque Spanish America,Stephanie Merrim,1,,Hispanoamerica,Barroco,Colonial,Hispanoamerica (transnac.),Hispanoamerica,Pan-latinoamericano,"Colonial, barroco e Ilustracion",Critica e historia literaria,No,Ninguno,Caso de estudio,Colonial,2,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,1,Fissured Foundations: Nostalgia and New Beginnings,2,The Discourse of Melancholy: A Culture of Loss,Capitulo,4,The Discourse of Melancholy in a Culture of Loss,Maria Consuelo Cunha Campos,1,,Pan-latinoamericana,Melancolia/Perdida,Multiple,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Historiografia, teoria y estetica",Teoria e historiografia,No,Ninguno,Caso de estudio,Transversal,,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,1,Fissured Foundations: Nostalgia and New Beginnings,3,Narratives of Legitimation: The Discourse of Hegemony and the Hermeneutics of Globalization,Capitulo,5,Narratives of Legitimation: The Invention of History-Monument and the Nation-State,Beatriz González Stephan,1,,Pan-latinoamericana,Nacion/Legitimacion,s.XIX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XIX,3,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,1,Fissured Foundations: Nostalgia and New Beginnings,3,Narratives of Legitimation: The Discourse of Hegemony and the Hermeneutics of Globalization,Capitulo,6,Creating the National Imaginary,Vera Follain de Figueiredo,1,,Pan-latinoamericana,Nacion/Imaginario,s.XIX-XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglos XIX-XX,3.5,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,1,Fissured Foundations: Nostalgia and New Beginnings,4,Discourses of Modernity,Capitulo,7,National Installments: The Erotics of Modernity in Spanish America,Doris Sommer,1,,Hispanoamerica,Modernidad/Nacion,s.XIX,Hispanoamerica (transnac.),Hispanoamerica,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XIX,3,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,1,Fissured Foundations: Nostalgia and New Beginnings,4,Discourses of Modernity,Capitulo,8,In the Public Eye: Naturalism and Brazilian Letters,Victor Hugo Adler Pereira,1,,Brasil,Naturalismo,s.XIX-XX,Brasil,Brasil,Nacional,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglos XIX-XX,3.5,Individual,Portugues (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,,,Introduccion,,Introduction,Alberto Moreiras,1,,Pan-latinoamericana,Fronteras internas/Estado,N/A,Pan-latinoamericano,Transversal,Pan-latinoamericano,Otros / mixto,Critica e historia literaria,No,Ninguno,Panoramico / sintesis,N/A,,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,1,Lettered Mediations,Capitulo,9,"Documents of the First Encounter of Europeans with the New World: Lexicons, Missions, Voyages, and Resistances",Ettore Finazzi-Agrò,1,,Pan-latinoamericana,Encuentro colonial,Colonial,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Colonial, barroco e Ilustracion",Critica e historia literaria,No,Ninguno,Documento primario,Colonial,2,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,1,Lettered Mediations,Capitulo,10,"Indigenous, Mestizo, and Imperial Reason",Marco Luis Dorfsman; Lori Hopkins,2,,Pan-latinoamericana,Mestizaje/Colonial,Colonial,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Colonial,2,Coautoria (2-3),Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,1,Lettered Mediations,Capitulo,11,"""A Very Subtle Idolatry"": Estanislao de Vega Bazán's Authentic Testimony of Colonial Andean Religion",Kenneth Mills,1,,Andes,Religion colonial/Indigena,Colonial,Andes,Hispanoamerica,Subregional,Mundo indigena,Critica e historia literaria,Si,Etnico-racial (indigena),Caso de estudio,Colonial,2,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,1,Lettered Mediations,Capitulo,12,The Three Faces of the Baroque in Mexico and the Caribbean,Iris M. Zavala,1,,Mexico/Caribe,Barroco,Colonial,Multirregional (2+ areas),Transversal,Multirregional,"Colonial, barroco e Ilustracion",Critica e historia literaria,No,Ninguno,Caso de estudio,Colonial,2,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,1,Lettered Mediations,Capitulo,13,The Baroque and Transculturation,Mabel Moraña,1,,Pan-latinoamericana,Barroco/Transculturacion,Colonial,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Colonial, barroco e Ilustracion",Critica e historia literaria,No,Ninguno,Caso de estudio,Colonial,2,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,1,Lettered Mediations,Capitulo,14,The Baroque Gaze,Raúl Antelo,1,,Pan-latinoamericana,Barroco,Colonial,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Colonial, barroco e Ilustracion",Critica e historia literaria,No,Ninguno,Caso de estudio,Colonial,2,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,1,Lettered Mediations,Capitulo,15,Francisco Xavier Clavijero and the Enlightenment in Mexico,José Emilio Pacheco,1,,Mexico,Ilustracion,Colonial,Mexico,Hispanoamerica,Nacional,"Colonial, barroco e Ilustracion",Critica e historia literaria,No,Ninguno,Caso de estudio,Colonial,2,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,1,Lettered Mediations,Capitulo,16,New Thinking: From the Enlightenment to Independence,Susana Rotker,1,,Pan-latinoamericana,Ilustracion/Independencia,Colonial/Independencia,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Colonial, barroco e Ilustracion",Critica e historia literaria,No,Ninguno,Caso de estudio,Colonial,2,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,1,Lettered Mediations,Capitulo,17,Literary Criollismo and Indigenism,Horacio Legras,1,,Pan-latinoamericana,Criollismo/Indigenismo,s.XIX-XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglos XIX-XX,3.5,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,2,"Peoples, Communities, and Nation Building",Capitulo,18,"Projects of Latin American Emancipation: The Caribbean, 1800-1850",Sibylle Fischer,1,,Caribe,Emancipacion/Nacion,s.XIX,Caribe,Hispanoamerica,Subregional,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XIX,3,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,2,"Peoples, Communities, and Nation Building",Capitulo,19,Transculturation and the Discourse of Liberation,Graciela Montaldo,1,,Pan-latinoamericana,Transculturacion,s.XIX-XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglos XIX-XX,3.5,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,2,"Peoples, Communities, and Nation Building",Capitulo,20,Transculturation and Nationhood,Idelber Avelar,1,,Pan-latinoamericana,Transculturacion/Nacion,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,2,"Peoples, Communities, and Nation Building",Capitulo,21,The Brazilian Construction of Nationalism,Adriana Romeiro,1,,Brasil,Nacionalismo,s.XIX-XX,Brasil,Brasil,Nacional,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglos XIX-XX,3.5,Individual,Portugues (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,3,The Inversion of Social Darwinism,Capitulo,22,"Negrismo: The American ""Real""",Elżbieta Sklodowska,1,,Pan-latinoamericana,Afrodescendiente/Raza,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,Afrodescendencia,Critica e historia literaria,Si,Etnico-racial (afro),Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,3,The Inversion of Social Darwinism,Capitulo,23,"The Literary Culture of the ""New Order"": Mexico 1867-1910",Leopoldo Zea,1,,Mexico,Positivismo/Estado,s.XIX,Mexico,Hispanoamerica,Nacional,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XIX,3,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,3,The Inversion of Social Darwinism,Capitulo,24,The Transcultural Mirror of Science: Race and Self-Representation in Latin America,Gabriela Nouzeilles,1,,Pan-latinoamericana,Ciencia/Raza,s.XIX-XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglos XIX-XX,3.5,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,3,The Inversion of Social Darwinism,Capitulo,25,Literary Education and the Making of State Knowledge,Juan Poblete,1,,Pan-latinoamericana,Educacion/Estado,s.XIX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Instituciones, libro y educacion",Historia cultural e institucional,No,Ninguno,Panoramico / sintesis,Siglo XIX,3,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,3,The Inversion of Social Darwinism,Capitulo,26,Mestizaje and the Inversion of Social Darwinism in Spanish American Fiction,Julie Taylor; George Yúdice,2,,Hispanoamerica,Mestizaje/Raza,s.XX,Hispanoamerica (transnac.),Hispanoamerica,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Coautoria (2-3),Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,4,Modernization and the Formation of Cultural Identities,Capitulo,27,Mexico-U.S. Border Transculturation and State Discourses: Nineteenth and Twentieth Centuries,Marcus Embry,1,,Mexico/EE.UU.,Frontera/Transculturacion,s.XIX-XX,Multirregional (2+ areas),Transversal,Transnacional / Diaspora,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglos XIX-XX,3.5,Individual,Ingles/Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,4,Modernization and the Formation of Cultural Identities,Capitulo,28,A Paradigm for Modernity: The Concept of Crisis in Modernismo,Jorge Luis Camacho,1,,Hispanoamerica,Modernismo,s.XIX-XX,Hispanoamerica (transnac.),Hispanoamerica,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglos XIX-XX,3.5,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,4,Modernization and the Formation of Cultural Identities,Capitulo,29,Textual Transcultural Mediations and the Formation of Regional Identity,Ileana Rodríguez,1,,Pan-latinoamericana,Transculturacion/Identidad,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,4,Modernization and the Formation of Cultural Identities,Capitulo,30,"Anatomy of the Latin American ""Boom"" Novel",Brett Levinson,1,,Pan-latinoamericana,Novela/Boom,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,Generos y modelos literarios,Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,2,Internal Borders: Cultural Conflicts and State Discourse,4,Modernization and the Formation of Cultural Identities,Capitulo,31,The Modern Imaginary and Transculturation,Eneida Maria de Souza,1,,Pan-latinoamericana,Transculturacion/Modernidad,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,3,Liminality and Centrality of Literary Cultures in the Twentieth Century,1,Amerindian Literary Cultures,Introduccion,,Introduction,Elizabeth Monasterios,1,,Pan-latinoamericana,Indigena,N/A,Pan-latinoamericano,Transversal,Pan-latinoamericano,Mundo indigena,Critica e historia literaria,Si,Etnico-racial (indigena),Panoramico / sintesis,N/A,,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,3,Liminality and Centrality of Literary Cultures in the Twentieth Century,1,Amerindian Literary Cultures,Capitulo,32,Literatures of Mesoamerica,Miguel León Portilla,1,,Mexico/Centroamerica,Indigena,Multiple,Multirregional (2+ areas),Transversal,Multirregional,Mundo indigena,Critica e historia literaria,Si,Etnico-racial (indigena),Caso de estudio,Transversal,,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,3,Liminality and Centrality of Literary Cultures in the Twentieth Century,1,Amerindian Literary Cultures,Capitulo,33,The Nature of Indigenous Literatures in the Andes,Denise Y. Arnold; Juan de Dios Yapita,2,,Andes,Indigena,Multiple,Andes,Hispanoamerica,Subregional,Mundo indigena,Critica e historia literaria,Si,Etnico-racial (indigena),Panoramico / sintesis,Transversal,,Coautoria (2-3),Espanol (prob.)
3,Latin American Literary Culture: Subject to History,3,Liminality and Centrality of Literary Cultures in the Twentieth Century,2,"Hispanic Cultures in the United States: Diversity, Hybridism, and Constant Transformation",Introduccion,,Introduction,Juan Villegas,1,,EE.UU.,Latino/EE.UU.,N/A,EE.UU. (Latino),Hispanoamerica,Transnacional / Diaspora,Literatura latina en EE.UU.,Critica e historia literaria,Si,Migratorio / diasporico,Panoramico / sintesis,N/A,,Individual,Ingles/Espanol (prob.)
3,Latin American Literary Culture: Subject to History,3,Liminality and Centrality of Literary Cultures in the Twentieth Century,2,"Hispanic Cultures in the United States: Diversity, Hybridism, and Constant Transformation",Capitulo,34,Reinventing America: The Chicano Literary Tradition,María Herrera-Sobek,1,,EE.UU.,Chicano/Latino,s.XX,EE.UU. (Latino),Hispanoamerica,Transnacional / Diaspora,Literatura latina en EE.UU.,Critica e historia literaria,Si,Migratorio / diasporico,Caso de estudio,Siglo XX,4,Individual,Ingles/Espanol (prob.)
3,Latin American Literary Culture: Subject to History,3,Liminality and Centrality of Literary Cultures in the Twentieth Century,2,"Hispanic Cultures in the United States: Diversity, Hybridism, and Constant Transformation",Capitulo,35,Chicano/Latino Theater Today,Claudia Villegas-Silva,1,,EE.UU.,Chicano/Teatro,s.XX,EE.UU. (Latino),Hispanoamerica,Transnacional / Diaspora,Teatro y artes escenicas,Artes escenicas,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Ingles/Espanol (prob.)
3,Latin American Literary Culture: Subject to History,3,Liminality and Centrality of Literary Cultures in the Twentieth Century,2,"Hispanic Cultures in the United States: Diversity, Hybridism, and Constant Transformation",Capitulo,36,Puerto Rican Literature in the United States,Carmen Dolores Hernández,1,,EE.UU.,Puertorriqueno/Latino,s.XX,EE.UU. (Latino),Hispanoamerica,Transnacional / Diaspora,Literatura latina en EE.UU.,Critica e historia literaria,Si,Migratorio / diasporico,Caso de estudio,Siglo XX,4,Individual,Ingles/Espanol (prob.)
3,Latin American Literary Culture: Subject to History,3,Liminality and Centrality of Literary Cultures in the Twentieth Century,2,"Hispanic Cultures in the United States: Diversity, Hybridism, and Constant Transformation",Capitulo,37,Construction of New Cultural Identities: Puerto Rican Theater in New York,Grace Dávila-López,1,,EE.UU.,Puertorriqueno/Teatro,s.XX,EE.UU. (Latino),Hispanoamerica,Transnacional / Diaspora,Teatro y artes escenicas,Artes escenicas,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Ingles/Espanol (prob.)
3,Latin American Literary Culture: Subject to History,3,Liminality and Centrality of Literary Cultures in the Twentieth Century,2,"Hispanic Cultures in the United States: Diversity, Hybridism, and Constant Transformation",Capitulo,38,"Colonial Figures in Motion: Translocality, Tropicalism, and Translation in Contemporary Puerto Rican Literature in the United States",Arnaldo Cruz Malavé,1,,EE.UU.,Puertorriqueno/Latino,s.XX,EE.UU. (Latino),Hispanoamerica,Transnacional / Diaspora,Literatura latina en EE.UU.,Critica e historia literaria,Si,Migratorio / diasporico,Caso de estudio,Siglo XX,4,Individual,Ingles/Espanol (prob.)
3,Latin American Literary Culture: Subject to History,3,Liminality and Centrality of Literary Cultures in the Twentieth Century,2,"Hispanic Cultures in the United States: Diversity, Hybridism, and Constant Transformation",Capitulo,39,Cuban Theater in the United States,José A. Escarpanter,1,,EE.UU.,Cubano/Teatro,s.XX,EE.UU. (Latino),Hispanoamerica,Transnacional / Diaspora,Teatro y artes escenicas,Artes escenicas,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Ingles/Espanol (prob.)
3,Latin American Literary Culture: Subject to History,3,Liminality and Centrality of Literary Cultures in the Twentieth Century,2,"Hispanic Cultures in the United States: Diversity, Hybridism, and Constant Transformation",Capitulo,40,Cuban American Prose: 1975-2000,María Cristina García,1,,EE.UU.,Cubano/Latino,s.XX,EE.UU. (Latino),Hispanoamerica,Transnacional / Diaspora,Literatura latina en EE.UU.,Critica e historia literaria,Si,Migratorio / diasporico,Caso de estudio,Siglo XX,4,Individual,Ingles/Espanol (prob.)
3,Latin American Literary Culture: Subject to History,4,Literary Culture in the Twentieth Century,,,Introduccion,,Introduction,Renato Cordeiro Gomes; Djelal Kadir; Marília Rothier Cardoso,3,,Pan-latinoamericana,Siglo XX,N/A,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Historiografia, teoria y estetica",Teoria e historiografia,No,Ninguno,Panoramico / sintesis,N/A,,Coautoria (2-3),Espanol (prob.)
3,Latin American Literary Culture: Subject to History,4,Literary Culture in the Twentieth Century,1,Historic Displacements,Capitulo,41,Historic Displacements in Twentieth-Century Brazilian Literary Culture,Renato Cordeiro Gomes; Ana Lúcia Almeida Gazolla; Ana Maria de Alencar; Antônio Arnoni Prado; Edson Rosa da Silva; Eneida Leal Cunha; Everardo Rocha; João Cezar de Castro Rocha; Marília Rothier Cardoso; Nádia Battella Gotlib,10,,Brasil,Desplazamientos/s.XX,s.XX,Brasil,Brasil,Nacional,"Exilio, dictadura y politica",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Colectivo (4+),Portugues (prob.)
3,Latin American Literary Culture: Subject to History,4,Literary Culture in the Twentieth Century,1,Historic Displacements,Capitulo,42,Signs of Identity: Latin American Immigration and Exile,Clara E. Lida; Francisco Zapata,2,,Pan-latinoamericana,Inmigracion/Exilio,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Exilio, dictadura y politica",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Coautoria (2-3),Espanol (prob.)
3,Latin American Literary Culture: Subject to History,4,Literary Culture in the Twentieth Century,1,Historic Displacements,Capitulo,43,Exile in the Narrative of the Spanish American Diaspora in the Twentieth Century,Iván Almeida; Cristina Parodi,2,,Hispanoamerica,Exilio/Diaspora,s.XX,Hispanoamerica (transnac.),Hispanoamerica,Transnacional / Diaspora,"Exilio, dictadura y politica",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Coautoria (2-3),Espanol (prob.)
3,Latin American Literary Culture: Subject to History,4,Literary Culture in the Twentieth Century,1,Historic Displacements,Capitulo,44,Political Exclusion / Literary Inclusion: Argentine and Uruguayan Writers,Saúl Sosnowski,1,,Cono Sur,Exilio/Dictadura,s.XX,Cono Sur,Hispanoamerica,Subregional,"Exilio, dictadura y politica",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,4,Literary Culture in the Twentieth Century,1,Historic Displacements,Capitulo,45,Writers under (and after) the Chilean Military Dictatorship,Javier Campos,1,,Cono Sur,Dictadura,s.XX,Cono Sur,Hispanoamerica,Subregional,"Exilio, dictadura y politica",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,4,Literary Culture in the Twentieth Century,2,"Modernity, Modernisms, and Their Avatars",Capitulo,46,Nations of Modernity,Javier Lasarte Valcárcel,1,,Pan-latinoamericana,Modernidad,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Nacion, modernidad y transculturacion",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,4,Literary Culture in the Twentieth Century,2,"Modernity, Modernisms, and Their Avatars",Capitulo,47,Aesthetics of Rupture,Eneida Maria de Souza,1,,Pan-latinoamericana,Vanguardias/Ruptura,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Historiografia, teoria y estetica",Teoria e historiografia,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,4,Literary Culture in the Twentieth Century,2,"Modernity, Modernisms, and Their Avatars",Capitulo,48,The Postmodern in Brazilian Literary Theory and Criticism,Ítalo Moriconi,1,,Brasil,Posmodernidad/Critica,s.XX,Brasil,Brasil,Nacional,"Prensa, critica y traduccion",Historia cultural e institucional,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Portugues (prob.)
3,Latin American Literary Culture: Subject to History,4,Literary Culture in the Twentieth Century,3,Ideologies and Imaginaries,Capitulo,49,Literature and Revolution in Latin America,Hermann Herlinghaus,1,,Pan-latinoamericana,Revolucion/Politica,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Exilio, dictadura y politica",Critica e historia literaria,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
3,Latin American Literary Culture: Subject to History,4,Literary Culture in the Twentieth Century,3,Ideologies and Imaginaries,Capitulo,50,Imagining Narrative Territories,Lucille Kerr,1,,Pan-latinoamericana,Narrativa/Imaginario,s.XX,Pan-latinoamericano,Transversal,Pan-latinoamericano,"Historiografia, teoria y estetica",Teoria e historiografia,No,Ninguno,Caso de estudio,Siglo XX,4,Individual,Espanol (prob.)
